"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
28 Nov 2024 23:07:36.000,40.828,2.249963,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 23:08:36.000,40.787,2.249962,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 23:09:36.000,40.773,2.249961,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 23:10:36.000,40.788,2.249961,-9999.990,-9999.990000,-46.158035,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 23:11:36.000,40.832,2.249960,-9999.990,-9999.990000,-67.780047,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 23:12:36.000,40.905,2.249960,-9999.990,-9999.990000,-36.297010,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 23:13:36.000,41.004,2.249960,-9999.990,-9999.990000,-31.532282,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 23:14:36.000,41.129,2.249960,-9999.990,-9999.990000,-34.073035,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 23:15:36.000,41.278,2.249960,-9999.990,-9999.990000,-43.563367,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 23:16:36.000,41.448,2.249960,-9999.990,-9999.990000,-28.389143,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 23:17:36.000,41.636,2.249960,-9999.990,-9999.990000,-25.632115,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 23:18:36.000,41.839,2.249960,-9999.990,-9999.990000,-29.120900,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 23:19:07.920,41.953,2.249961,-9999.990,-9999.990000,-37.289907,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
29 Nov 2024 00:06:02.717,42.026,2.250045,-9999.990,-9999.990000,-37.463394,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:07:02.000,41.791,2.250046,-9999.990,-9999.990000,-26.064700,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:08:02.000,41.570,2.250047,-9999.990,-9999.990000,-27.434023,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:09:02.000,41.372,2.250048,-9999.990,-9999.990000,-44.995488,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:10:02.000,41.202,2.250049,-9999.990,-9999.990000,-32.517028,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:11:02.000,41.065,2.250050,-9999.990,-9999.990000,-33.028420,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:12:02.000,40.968,2.250050,-9999.990,-9999.990000,-50.028337,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:13:02.000,40.915,2.250050,-9999.990,-9999.990000,-46.379047,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:14:02.000,40.909,2.250051,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:15:02.000,40.954,2.250051,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:16:02.000,41.051,2.250050,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:17:02.000,41.200,2.250050,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:18:02.000,41.399,2.250049,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:19:02.000,41.645,2.250048,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:20:02.000,41.933,2.250047,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:21:02.000,42.256,2.250046,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:22:02.000,42.607,2.250044,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:23:02.000,42.978,2.250042,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:24:02.000,43.360,2.250040,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:25:02.000,43.744,2.250038,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:26:02.000,44.122,2.250035,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:27:02.000,44.485,2.250032,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:28:02.000,44.826,2.250029,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:29:02.000,45.139,2.250026,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:30:02.000,45.417,2.250022,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:31:02.000,45.656,2.250018,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:32:02.000,45.852,2.250014,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:33:02.000,46.003,2.250010,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:34:02.000,46.105,2.250006,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:35:02.000,46.158,2.250002,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:36:02.000,46.161,2.249998,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:37:02.000,46.114,2.249994,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:38:02.000,46.018,2.249989,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:39:02.000,45.874,2.249985,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:40:02.000,45.683,2.249981,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:41:02.000,45.449,2.249977,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:42:02.000,45.175,2.249974,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:43:02.000,44.866,2.249970,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:44:02.000,44.528,2.249967,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:45:02.000,44.167,2.249964,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:46:02.000,43.791,2.249961,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:47:02.000,43.408,2.249959,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:48:02.000,43.026,2.249957,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:49:02.000,42.656,2.249955,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:50:02.000,42.305,2.249953,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:51:02.000,41.982,2.249951,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:52:02.000,41.696,2.249950,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:53:02.000,41.451,2.249949,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:54:02.000,41.255,2.249948,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:55:02.000,41.110,2.249948,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:56:02.000,41.018,2.249948,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:57:02.000,40.979,2.249947,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:58:02.000,40.991,2.249948,-9999.990,-9999.990000,-46.106245,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 00:59:02.000,41.053,2.249948,-9999.990,-9999.990000,-45.577453,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 01:00:02.000,41.159,2.249948,-9999.990,-9999.990000,-32.309842,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 01:01:02.000,41.306,2.249949,-9999.990,-9999.990000,-33.710293,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 01:02:02.000,41.486,2.249950,-9999.990,-9999.990000,-37.277848,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 01:03:02.000,41.695,2.249951,-9999.990,-9999.990000,-26.378518,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 01:04:02.000,41.927,2.249952,-9999.990,-9999.990000,-27.176686,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 01:04:43.171,42.096,2.249953,-9999.990,-9999.990000,-37.328501,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
29 Nov 2024 01:51:08.565,42.146,2.250043,-9999.990,-9999.990000,-40.414814,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 01:52:08.000,41.929,2.250043,-9999.990,-9999.990000,-26.492067,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 01:53:08.000,41.726,2.250044,-9999.990,-9999.990000,-26.512276,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 01:54:08.000,41.542,2.250044,-9999.990,-9999.990000,-35.541324,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 01:55:08.000,41.383,2.250044,-9999.990,-9999.990000,-35.901253,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 01:56:08.000,41.250,2.250044,-9999.990,-9999.990000,-31.454564,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 01:57:08.000,41.147,2.250044,-9999.990,-9999.990000,-36.775544,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 01:58:08.000,41.076,2.250044,-9999.990,-9999.990000,-56.463498,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 01:59:08.000,41.039,2.250044,-9999.990,-9999.990000,-47.877032,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:00:08.000,41.038,2.250043,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:01:08.000,41.072,2.250043,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:02:08.000,41.140,2.250042,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:03:08.000,41.241,2.250041,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:04:08.000,41.371,2.250039,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:05:08.000,41.528,2.250038,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:06:08.000,41.708,2.250036,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:07:08.000,41.904,2.250035,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:08:08.000,42.113,2.250033,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:09:08.000,42.329,2.250031,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:10:08.000,42.547,2.250028,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:11:08.000,42.761,2.250026,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:12:08.000,42.967,2.250024,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:13:08.000,43.160,2.250021,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:14:08.000,43.336,2.250018,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:15:08.000,43.492,2.250015,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:16:08.000,43.624,2.250013,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:17:08.000,43.732,2.250010,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:18:08.000,43.811,2.250007,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:19:08.000,43.863,2.250004,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:20:08.000,43.885,2.250001,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:21:08.000,43.878,2.249998,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:22:08.000,43.843,2.249995,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:23:08.000,43.779,2.249992,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:24:08.000,43.690,2.249989,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:25:08.000,43.576,2.249987,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:26:08.000,43.440,2.249984,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:27:08.000,43.285,2.249982,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:28:08.000,43.114,2.249980,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:29:08.000,42.930,2.249977,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:30:08.000,42.737,2.249976,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:31:08.000,42.539,2.249974,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:32:08.000,42.340,2.249972,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:33:08.000,42.144,2.249971,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:34:08.000,41.955,2.249969,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:35:08.000,41.776,2.249968,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:36:08.000,41.611,2.249967,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:37:08.000,41.462,2.249966,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:38:08.000,41.334,2.249966,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:39:08.000,41.227,2.249965,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:40:08.000,41.143,2.249965,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:41:08.000,41.083,2.249964,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:42:08.000,41.048,2.249964,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:43:08.000,41.037,2.249964,-9999.990,-9999.990000,-69.223642,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:44:08.000,41.049,2.249964,-9999.990,-9999.990000,-46.117888,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:45:08.000,41.084,2.249965,-9999.990,-9999.990000,-70.777007,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:46:08.000,41.140,2.249965,-9999.990,-9999.990000,-37.954249,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:47:08.000,41.216,2.249965,-9999.990,-9999.990000,-32.158586,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:48:08.000,41.309,2.249966,-9999.990,-9999.990000,-31.939119,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:49:08.000,41.417,2.249967,-9999.990,-9999.990000,-39.739862,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:50:08.000,41.538,2.249967,-9999.990,-9999.990000,-36.270631,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:51:08.000,41.670,2.249968,-9999.990,-9999.990000,-27.916345,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:52:08.000,41.811,2.249969,-9999.990,-9999.990000,-25.657845,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:53:08.000,41.959,2.249970,-9999.990,-9999.990000,-27.071275,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:54:08.000,42.111,2.249971,-9999.990,-9999.990000,-34.999111,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 02:54:19.193,42.140,2.249971,-9999.990,-9999.990000,-38.909819,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
29 Nov 2024 03:43:14.253,42.129,2.250024,-9999.990,-9999.990000,-43.779427,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 03:44:14.000,42.004,2.250024,-9999.990,-9999.990000,-29.831227,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 03:45:14.000,41.883,2.250024,-9999.990,-9999.990000,-26.311349,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 03:46:14.000,41.765,2.250025,-9999.990,-9999.990000,-25.680413,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 03:47:14.000,41.653,2.250025,-9999.990,-9999.990000,-27.223929,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 03:48:14.000,41.546,2.250025,-9999.990,-9999.990000,-31.610058,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 03:49:14.000,41.446,2.250026,-9999.990,-9999.990000,-45.096945,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 03:50:14.000,41.354,2.250026,-9999.990,-9999.990000,-37.864566,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 03:51:14.000,41.270,2.250026,-9999.990,-9999.990000,-32.322501,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 03:52:14.000,41.195,2.250026,-9999.990,-9999.990000,-31.472310,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 03:53:14.000,41.130,2.250026,-9999.990,-9999.990000,-33.434059,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 03:54:14.000,41.075,2.250026,-9999.990,-9999.990000,-38.780609,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 03:55:14.000,41.031,2.250026,-9999.990,-9999.990000,-54.790168,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 03:56:14.000,40.999,2.250026,-9999.990,-9999.990000,-47.875635,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 03:57:14.000,40.978,2.250025,-9999.990,-9999.990000,-46.837476,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 03:58:14.000,40.968,2.250025,-9999.990,-9999.990000,-60.887721,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 03:59:14.000,40.971,2.250025,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:00:14.000,40.984,2.250024,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:01:14.000,41.008,2.250024,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:02:14.000,41.043,2.250023,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:03:14.000,41.088,2.250023,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:04:14.000,41.141,2.250022,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:05:14.000,41.202,2.250021,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:06:14.000,41.270,2.250021,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:07:14.000,41.343,2.250020,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:08:14.000,41.420,2.250019,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:09:14.000,41.500,2.250018,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:10:14.000,41.582,2.250017,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:11:14.000,41.663,2.250016,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:12:14.000,41.743,2.250014,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:13:14.000,41.819,2.250013,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:14:14.000,41.891,2.250012,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:15:14.000,41.957,2.250010,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:16:14.000,42.016,2.250009,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
29 Nov 2024 04:17:14.000,42.066,2.250007,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
